transaction_id,account_id,user_id,amount,transaction_type,category,transaction_time
858,61,89,424051,debit,groceries,2025-09-28 16:38:15.833634
859,13,2,-931773,credit,groceries,2025-06-03 16:38:15.833637
860,37,8888,1174274,debit,rent,2025-09-28 16:38:15.833641
861,104,8888,-3215992,credit,rent,2025-02-27 16:38:15.833645
862,58,81,-3245272,credit,,2025-09-01 16:38:15.833649
863,81,8888,-2151619,debit,transfer,2025-02-15 16:38:15.833652
864,94,40,303635,credit,transfer,2025-04-07 16:38:15.833656
865,28,8888,-4971589,debit,transfer,2025-04-23 16:38:15.833660
866,22,8888,-2824309,debit,groceries,2025-06-07 16:38:15.833664
867,95,18,2094888,debt,rent,2025-05-06 16:38:15.833667
868,47,19,2727235,debt,,2025-03-27 16:38:15.833670
869,21,77,-4182744,debit,groceries,2025-03-30 16:38:15.833674
870,26,8888,-1105824,debit,salary,2025-06-02 16:38:15.833678
871,125,8888,2195071,credit,salary,2025-08-31 16:38:15.833682
872,137,8888,4945218,debt,,2025-03-24 16:38:15.833685
873,139,24,-2216217,credit,,2025-09-10 16:38:15.833689
874,72,74,4275307,debt,,2025-11-16 16:38:15.833693
875,1,84,572156,debt,groceries,2025-08-19 16:38:15.833696
876,115,8888,967589,debt,rent,2025-06-27 16:38:15.833699
877,23,60,-2186210,debit,,2025-11-25 16:38:15.833703
878,3,8888,-2389465,debit,rent,2025-05-01 16:38:15.833707
879,108,39,-1132091,debit,,2025-08-03 16:38:15.833710
880,88,22,3112099,debt,rent,2025-04-19 16:38:15.833714
881,75,8888,444319,debt,,2025-07-08 16:38:15.833717
882,123,72,1487302,debit,transfer,2025-10-20 16:38:15.833721
883,28,8888,-1316102,debit,salary,2025-05-16 16:38:15.833725
884,57,8888,-3902315,debit,groceries,2025-09-20 16:38:15.833729
885,96,8888,4944590,debt,salary,2025-08-06 16:38:15.833732
886,96,8888,1413059,credit,transfer,2025-06-24 16:38:15.833735
887,66,56,-372467,debit,groceries,2025-09-06 16:38:15.833739
888,116,2,-2324450,credit,rent,2025-03-16 16:38:15.833743
889,90,100,-3076173,credit,transfer,2025-10-16 16:38:15.833747
890,40,8888,3951437,credit,,2025-09-28 16:38:15.833750
891,13,75,-3220048,credit,groceries,2025-12-20 16:38:15.833754
892,100,99,-2027220,credit,rent,2025-05-16 16:38:15.833758
893,10,58,4408885,credit,groceries,2025-05-27 16:38:15.833761
894,143,8888,1050175,debt,,2025-03-06 16:38:15.833765
895,26,8888,2095980,debit,,2025-07-31 16:38:15.833768
896,147,8888,3378341,debt,groceries,2025-07-23 16:38:15.833772
897,15,62,136627,debt,rent,2025-09-11 16:38:15.833775
898,132,61,952099,debit,rent,2025-07-10 16:38:15.833779
899,147,62,745698,debit,groceries,2025-05-28 16:38:15.833783
900,148,50,-533004,debit,rent,2025-09-16 16:38:15.833786
901,114,8888,965931,debt,rent,2025-06-10 16:38:15.833790
902,53,8888,1250071,debt,salary,2025-06-22 16:38:15.833793
903,66,8888,4525631,debit,salary,2025-11-29 16:38:15.833797
904,140,39,892199,credit,groceries,2025-05-10 16:38:15.833800
905,48,8888,261582,credit,groceries,2025-08-31 16:38:15.833804
906,32,13,3103598,credit,groceries,2025-09-06 16:38:15.833808
907,16,99,-3711538,debit,,2025-06-24 16:38:15.833812
908,45,8888,-1357866,debit,salary,2025-06-08 16:38:15.833815
909,100,23,79715,debt,groceries,2025-07-21 16:38:15.833819
910,121,63,-2270295,debit,rent,2025-08-04 16:38:15.833823
911,81,8888,1693968,credit,transfer,2025-07-18 16:38:15.833826
912,87,93,4643604,debt,,2025-12-13 16:38:15.833830
913,120,8888,-3784491,debit,groceries,2025-09-16 16:38:15.833833
914,126,8888,3105333,debit,rent,2025-09-27 16:38:15.833836
915,54,8888,-2228031,credit,transfer,2025-02-25 16:38:15.833840
916,79,8888,3446763,debt,groceries,2025-03-20 16:38:15.833844
917,76,8888,3085363,debt,,2025-10-02 16:38:15.833847
918,98,12,-3311023,debit,salary,2025-07-05 16:38:15.833851
919,98,8888,1668082,debt,rent,2025-02-24 16:38:15.833855
920,1,79,1757030,debt,,2025-11-14 16:38:15.833858
921,97,8888,1543429,debt,,2025-10-09 16:38:15.833861
922,25,8888,-3357634,debit,salary,2025-05-08 16:38:15.833865
923,27,13,-807862,debit,rent,2025-06-12 16:38:15.833869
924,70,8888,96708,credit,groceries,2025-10-01 16:38:15.833872
925,45,8888,754709,debit,transfer,2025-09-28 16:38:15.833876
926,26,16,2970964,debt,,2025-05-17 16:38:15.833879
927,12,10,2956558,debt,transfer,2025-05-30 16:38:15.833883
928,94,8888,-4869369,debit,,2025-12-13 16:38:15.833886
929,44,8888,4144320,credit,rent,2025-04-07 16:38:15.833890
930,2,8888,1351985,credit,,2025-02-27 16:38:15.833893
931,62,8888,2292357,debit,salary,2025-02-27 16:38:15.833897
932,2,22,3245969,credit,groceries,2025-03-28 16:38:15.833901
933,94,15,3793297,debt,rent,2025-09-25 16:38:15.833904
934,28,11,-1867397,credit,transfer,2025-03-07 16:38:15.833907
935,150,61,1949187,debit,transfer,2025-03-03 16:38:15.833911
936,84,8888,-974816,credit,groceries,2025-12-02 16:38:15.833914
937,42,83,-548207,credit,transfer,2025-09-18 16:38:15.833918
938,123,82,-368710,credit,rent,2025-09-10 16:38:15.833921
939,72,8888,2486023,debt,,2025-11-18 16:38:15.833925
940,54,46,-4136681,credit,salary,2025-02-15 16:38:15.833928
941,81,66,-2346812,debit,,2025-07-17 16:38:15.833932
942,130,8888,-3297884,debit,,2025-08-26 16:38:15.833935
943,68,100,4060115,debt,groceries,2025-04-26 16:38:15.833939
944,118,8888,-4309345,credit,rent,2025-09-20 16:38:15.833942
945,43,8888,-4357508,debit,rent,2025-02-28 16:38:15.833946
946,90,8888,-4271455,credit,transfer,2025-11-11 16:38:15.833949
947,58,99,-2892805,debit,groceries,2025-07-04 16:38:15.833953
948,123,61,3601333,debt,,2025-07-04 16:38:15.833956
949,141,8888,-1906661,debit,transfer,2025-08-06 16:38:15.833960
950,97,8888,-2864384,debit,rent,2025-07-31 16:38:15.833963
951,123,67,696948,debit,salary,2025-09-15 16:38:15.833967
952,52,8888,-4159785,debit,groceries,2025-07-19 16:38:15.833971
953,19,8888,768245,debt,transfer,2025-06-08 16:38:15.833975
954,29,26,1237510,debit,rent,2025-05-13 16:38:15.833978
955,63,8888,460147,debit,groceries,2025-05-23 16:38:15.833982
956,100,8888,1518197,credit,salary,2025-04-15 16:38:15.833985
957,57,8888,2479150,debt,transfer,2025-06-21 16:38:15.833988
958,14,67,2782495,debt,transfer,2025-02-22 16:38:15.833992
959,56,10,-2929197,credit,transfer,2025-02-22 16:38:15.833995
960,49,55,-1080849,debit,salary,2025-09-11 16:38:15.833999
961,133,8888,4539351,debit,transfer,2025-08-11 16:38:15.834002
962,150,8888,4407440,debt,rent,2025-08-09 16:38:15.834006
963,12,85,1348395,debt,groceries,2025-12-20 16:38:15.834009
964,58,8888,1902606,debt,salary,2025-06-07 16:38:15.834012
965,133,8888,1920652,debit,salary,2025-09-02 16:38:15.834016
966,60,8888,2917036,debt,groceries,2025-07-02 16:38:15.834019
967,28,7,4663863,credit,transfer,2025-05-25 16:38:15.834022
968,80,88,500778,debit,groceries,2025-12-20 16:38:15.834026
969,100,89,4507618,debt,transfer,2025-05-19 16:38:15.834030
970,108,8888,957101,debit,groceries,2025-06-24 16:38:15.834033
971,29,34,-371064,debit,salary,2025-06-26 16:38:15.834037
972,75,88,4979332,debt,groceries,2025-10-20 16:38:15.834040
973,39,26,-1006281,debit,salary,2025-11-11 16:38:15.834044
974,94,82,2471767,debt,transfer,2025-10-12 16:38:15.834048
975,93,32,3003052,credit,rent,2025-05-04 16:38:15.834052
976,147,8888,2254196,credit,transfer,2025-05-08 16:38:15.834055
977,28,8888,-4866621,credit,rent,2025-05-05 16:38:15.834059
978,133,8888,4717863,debt,groceries,2025-05-03 16:38:15.834062
979,140,46,1119323,credit,salary,2025-07-09 16:38:15.834065
980,111,58,1909403,debt,groceries,2025-11-17 16:38:15.834069
981,23,86,-4662638,debit,,2025-09-05 16:38:15.834072
982,21,8888,-1548739,debit,groceries,2025-09-09 16:38:15.834076
983,9,8888,-2168246,credit,transfer,2025-04-27 16:38:15.834079
984,96,76,3771398,debt,salary,2025-11-19 16:38:15.834082
985,30,8888,979693,credit,groceries,2025-08-01 16:38:15.834086
986,147,8888,1596821,credit,rent,2025-06-11 16:38:15.834090
987,56,8888,2469796,debt,,2025-05-07 16:38:15.834093
988,32,89,3620218,credit,groceries,2025-10-12 16:38:15.834097
989,94,95,1027681,credit,rent,2025-10-25 16:38:15.834100
990,134,8888,490104,credit,groceries,2025-04-12 16:38:15.834104
991,71,8888,-3672970,debit,rent,2025-02-26 16:38:15.834108
992,15,92,-3580204,credit,,2025-09-23 16:38:15.834111
993,84,72,-1293016,debit,,2025-03-09 16:38:15.834115
994,57,8888,-1995806,credit,rent,2025-02-23 16:38:15.834119
995,53,8888,-1282767,debit,groceries,2025-06-04 16:38:15.834123
996,48,8888,-4657459,debit,,2025-12-13 16:38:15.834126
997,106,98,1813661,debt,,2025-12-07 16:38:15.834130
998,49,8888,-3514267,credit,rent,2025-07-08 16:38:15.834133
999,16,11,3708819,credit,groceries,2025-11-22 16:38:15.834137
1000,109,99,-1594613,credit,rent,2025-11-01 16:38:15.834140
1001,102,3,-2967310,credit,salary,2025-07-20 16:38:15.834144
1002,132,8888,171798,debit,groceries,2025-06-12 16:38:15.834147
1003,148,93,2250747,debt,,2025-08-14 16:38:15.834151
1004,30,8888,2170316,debt,rent,2025-12-20 16:38:15.834154
1005,70,33,-177342,credit,rent,2025-06-03 16:38:15.834158
1006,134,95,454211,debt,salary,2025-07-25 16:38:15.834162
1007,71,1,-937847,credit,,2025-12-11 16:38:15.834165
1008,90,8888,1705684,debt,,2025-03-12 16:38:15.834169
1009,51,8888,3414934,credit,transfer,2025-05-19 16:38:15.834172
1010,11,8888,4081700,debt,,2025-09-21 16:38:15.834176
1011,42,98,1628017,debt,,2025-07-10 16:38:15.834179
1012,118,8888,604612,debt,rent,2025-11-06 16:38:15.834182
1013,108,49,-4703965,credit,transfer,2025-06-12 16:38:15.834186
1014,75,23,2320489,debt,groceries,2025-12-02 16:38:15.834189
1015,51,8888,599651,debt,groceries,2025-11-28 16:38:15.834192
1016,12,20,396415,credit,salary,2025-05-31 16:38:15.834196
1017,104,11,1507128,credit,groceries,2025-06-07 16:38:15.834199
1018,141,75,3485803,debt,,2025-12-20 16:38:15.834203
1019,140,33,1950893,debt,groceries,2025-10-04 16:38:15.834206
1020,54,10,1173861,debt,salary,2025-06-21 16:38:15.834209
1021,14,88,4954780,debit,salary,2025-08-04 16:38:15.834213
1022,58,8888,825879,debt,rent,2025-05-28 16:38:15.834217
1023,29,8888,2514137,debt,rent,2025-11-13 16:38:15.834220
1024,137,30,920476,debt,groceries,2025-06-05 16:38:15.834223
1025,6,8888,3003497,debit,rent,2025-03-16 16:38:15.834227
1026,15,8888,2306262,debt,salary,2025-10-28 16:38:15.834230
1027,91,8888,71259,debt,groceries,2025-07-29 16:38:15.834233
1028,143,8888,3046408,debt,rent,2025-07-20 16:38:15.834237
1029,94,8888,-3371478,debit,salary,2025-05-25 16:38:15.834240
1030,26,8888,-2104318,debit,salary,2025-11-23 16:38:15.834243
1031,138,8888,2509258,debt,transfer,2025-07-31 16:38:15.834247
1032,135,13,-562527,debit,salary,2025-09-02 16:38:15.834250
1033,37,8888,1971105,debit,groceries,2025-12-09 16:38:15.834253
1034,3,17,2052710,debt,transfer,2025-12-19 16:38:15.834257
1035,54,8888,-3263900,debit,,2025-02-27 16:38:15.834260
1036,68,40,4574988,debit,groceries,2025-10-05 16:38:15.834263
1037,7,8888,3924799,debit,transfer,2025-09-04 16:38:15.834267
1038,131,67,-1321626,credit,rent,2025-10-28 16:38:15.834270
1039,71,82,2312209,debt,transfer,2025-09-18 16:38:15.834274
1040,5,22,-531620,credit,,2025-05-30 16:38:15.834277
1041,120,9,2932770,debit,groceries,2025-12-05 16:38:15.834281
1042,105,41,2211341,debt,rent,2025-11-06 16:38:15.834284
1043,91,18,1117615,debt,rent,2025-05-29 16:38:15.834288
1044,57,8888,2581109,debit,salary,2025-11-24 16:38:15.834291
1045,51,48,-3235878,credit,rent,2025-04-02 16:38:15.834295
1046,148,43,2387074,credit,,2025-07-21 16:38:15.834298
1047,42,3,61681,debt,,2025-12-01 16:38:15.834302
1048,50,8888,831819,debit,groceries,2025-04-10 16:38:15.834305
1049,135,8888,3068734,credit,salary,2025-12-19 16:38:15.834309
1050,55,8888,1785211,debt,transfer,2025-03-26 16:38:15.834312
1051,3,8888,4000681,debt,groceries,2025-03-29 16:38:15.834315
1052,85,8888,-390236,debit,,2025-11-16 16:38:15.834319
1053,16,8888,4240935,credit,groceries,2025-11-11 16:38:15.834322
1054,26,8888,448858,credit,salary,2025-05-31 16:38:15.834326
1055,103,32,-502983,credit,groceries,2025-06-06 16:38:15.834329
1056,122,8888,1760845,debt,groceries,2025-10-20 16:38:15.834332
1057,68,82,4592578,debt,rent,2025-11-13 16:38:15.834336
1058,52,16,2595210,credit,rent,2025-03-13 16:38:15.834339
1059,75,8888,-3149145,credit,groceries,2025-07-04 16:38:15.834343
1060,30,8888,-2560937,credit,,2025-03-21 16:38:15.834347
1061,146,8888,-2102713,debit,transfer,2025-05-04 16:38:15.834350
1062,61,8888,-1179256,credit,transfer,2025-10-03 16:38:15.834353
1063,74,8888,742203,credit,rent,2025-04-05 16:38:15.834357
1064,5,8888,-3211235,debit,,2025-07-03 16:38:15.834360
1065,145,8888,3127405,debt,transfer,2025-05-03 16:38:15.834364
1066,9,8888,1997500,credit,,2025-05-07 16:38:15.834367
1067,42,8888,-4817615,credit,,2025-10-22 16:38:15.834371
1068,102,73,-1247076,credit,rent,2025-09-07 16:38:15.834374
1069,16,8888,-3648668,debit,,2025-10-06 16:38:15.834378
1070,117,83,3615077,debt,rent,2025-09-22 16:38:15.834381
1071,2,3,391568,credit,salary,2025-11-17 16:38:15.834385
1072,51,9,193098,debit,groceries,2025-02-16 16:38:15.834388
1073,94,90,4256549,debt,salary,2025-07-18 16:38:15.834391
1074,115,2,-3365341,debit,,2025-04-13 16:38:15.834395
1075,60,8888,3418896,debt,,2025-07-29 16:38:15.834398
1076,72,8888,3886766,credit,,2025-08-18 16:38:15.834401
1077,42,67,2261751,credit,rent,2025-03-05 16:38:15.834405
1078,102,60,1862084,debt,,2025-04-29 16:38:15.834409
1079,89,8888,3915382,debit,,2025-10-08 16:38:15.834412
1080,87,53,1237724,credit,transfer,2025-07-14 16:38:15.834416
1081,149,8888,4535668,credit,groceries,2025-08-13 16:38:15.834420
1082,129,48,1771284,credit,,2025-06-11 16:38:15.834423
1083,79,1,629328,debt,transfer,2025-03-04 16:38:15.834427
1084,21,44,1683615,credit,transfer,2025-03-18 16:38:15.834430
1085,70,77,4442906,debit,groceries,2025-05-13 16:38:15.834433
1086,127,26,4406744,debt,,2025-06-05 16:38:15.834437
1087,13,8888,448394,debt,,2025-07-14 16:38:15.834440
1088,29,20,750837,debt,transfer,2025-08-18 16:38:15.834443
1089,59,8888,4536791,debit,transfer,2025-07-22 16:38:15.834447
1090,76,48,3770779,debt,rent,2025-09-29 16:38:15.834450
1091,116,24,-1448621,credit,rent,2025-06-09 16:38:15.834454
1092,85,27,1836554,debt,salary,2025-12-20 16:38:15.834457
1093,148,8888,3111947,debt,,2025-10-09 16:38:15.834460
1094,62,8888,3894358,debt,groceries,2025-06-13 16:38:15.834463
1095,69,28,4388729,debt,transfer,2025-08-29 16:38:15.834466
1096,44,96,-4345879,credit,,2025-08-27 16:38:15.834470
1097,109,8888,-3817980,credit,transfer,2025-11-18 16:38:15.834474
1098,77,8888,3759257,credit,,2025-08-08 16:38:15.834477
1099,17,8888,4608472,debit,transfer,2025-04-27 16:38:15.834480
1100,102,91,-2750436,credit,rent,2025-12-04 16:38:15.834484
1101,148,16,2700745,credit,rent,2025-03-23 16:38:15.834488
1102,133,8888,-3607248,debit,transfer,2025-06-14 16:38:15.834493
1103,99,8888,1169100,debt,,2025-12-10 16:38:15.834496
1104,28,18,1776394,debt,groceries,2025-08-10 16:38:15.834500
1105,87,8888,2062535,debit,transfer,2025-08-09 16:38:15.834504
1106,18,8888,-1759848,debit,transfer,2025-08-01 16:38:15.834507
1107,133,8888,3828133,debt,rent,2025-10-27 16:38:15.834510
1108,57,90,-3324274,credit,rent,2025-05-22 16:38:15.834514
1109,65,10,-3658517,credit,rent,2025-09-16 16:38:15.834518
1110,27,20,-2967224,debit,,2025-06-30 16:38:15.834521
1111,87,8888,1659858,debt,salary,2025-06-30 16:38:15.834525
1112,117,37,-261721,debit,rent,2025-04-04 16:38:15.834528
1113,95,28,-2551358,debit,,2025-07-27 16:38:15.834531
1114,117,8888,553250,debt,groceries,2025-09-09 16:38:15.834535
1115,24,8888,-4223009,credit,transfer,2025-08-11 16:38:15.834538
1116,45,8888,-38345,debit,rent,2025-04-24 16:38:15.834542
1117,60,8888,-2646083,debit,,2025-11-17 16:38:15.834545
1118,94,8888,3726126,debt,,2025-06-22 16:38:15.834548
1119,86,50,1594244,debit,,2025-07-19 16:38:15.834552
1120,13,20,3301529,debt,rent,2025-04-18 16:38:15.834555
1121,124,8888,3788949,debt,transfer,2025-09-18 16:38:15.834559
1122,140,8888,-1827734,credit,groceries,2025-10-05 16:38:15.834562
1123,143,42,-2310697,debit,,2025-12-11 16:38:15.834565
1124,31,48,-3917698,debit,groceries,2025-05-28 16:38:15.834569
1125,135,53,-282807,credit,transfer,2025-10-09 16:38:15.834573
1126,107,34,2290720,debt,groceries,2025-06-10 16:38:15.834576
1127,2,8888,-4464761,credit,,2025-11-22 16:38:15.834580
1128,39,8888,735822,debit,groceries,2025-09-22 16:38:15.834584
1129,70,34,1520232,credit,rent,2025-12-06 16:38:15.834587
1130,118,8888,2875392,debt,salary,2025-07-05 16:38:15.834590
1131,16,22,1199934,debit,transfer,2025-06-01 16:38:15.834594
1132,58,8888,-4347190,credit,salary,2025-06-24 16:38:15.834597
1133,54,8888,3077958,debit,transfer,2025-07-18 16:38:15.834601
1134,78,8888,3701181,debit,,2025-02-13 16:38:15.834610
1135,86,8888,-567244,credit,rent,2025-11-19 16:38:15.834613
1136,72,8888,753879,credit,salary,2025-11-18 16:38:15.834617
1137,11,8888,1835483,debt,rent,2025-11-25 16:38:15.834620
1138,134,8888,4590121,debt,,2025-04-07 16:38:15.834623
1139,57,8888,-1800770,debit,,2025-08-25 16:38:15.834627
1140,125,68,-232624,debit,rent,2025-11-29 16:38:15.834631
1141,54,8888,311689,debt,salary,2025-04-02 16:38:15.834634
1142,113,55,2798255,debit,transfer,2025-10-09 16:38:15.834638
1143,148,8888,1018487,debt,groceries,2025-11-02 16:38:15.834641
1144,11,16,-2172030,credit,,2025-05-08 16:38:15.834645
1145,75,20,-1622535,credit,salary,2025-08-10 16:38:15.834648
1146,14,8888,4469374,debt,transfer,2025-03-07 16:38:15.834651
1147,39,8,-2189467,debit,rent,2025-10-31 16:38:15.834655
1148,138,8888,-4643174,debit,groceries,2025-03-05 16:38:15.834658
1149,24,8888,4354829,debt,groceries,2025-07-21 16:38:15.834661
1150,66,16,4808386,debit,transfer,2025-06-03 16:38:15.834665
1151,47,8888,-1266314,credit,rent,2025-08-27 16:38:15.834668
1152,111,8888,2338000,credit,rent,2025-08-30 16:38:15.834672
1153,61,38,346953,debt,transfer,2025-02-20 16:38:15.834675
1154,110,6,-3458452,debit,,2025-11-09 16:38:15.834678
1155,81,80,1981108,debit,,2025-10-19 16:38:15.834682
1156,142,89,3870244,debit,rent,2025-11-28 16:38:15.834685
1157,31,8888,-2378040,credit,,2025-09-08 16:38:15.834689
1158,11,8888,4976676,credit,rent,2025-11-30 16:38:15.834692
1159,14,8,2714129,credit,,2025-02-21 16:38:15.834696
1160,24,43,2042037,credit,rent,2025-11-06 16:38:15.834699
1161,144,8888,-1182032,credit,,2025-06-04 16:38:15.834703
1162,149,8888,225305,debt,groceries,2025-09-27 16:38:15.834706
1163,132,5,1070254,debit,salary,2025-06-13 16:38:15.834710
1164,23,73,4011639,debit,rent,2025-10-28 16:38:15.834713
1165,126,8888,1591109,debt,transfer,2025-10-21 16:38:15.834716
1166,105,71,-2482980,debit,groceries,2025-02-09 16:38:15.834720
1167,51,8888,447460,credit,rent,2025-05-26 16:38:15.834723
1168,97,20,3054019,debt,rent,2025-07-15 16:38:15.834727
1169,139,8888,3748763,credit,transfer,2025-12-10 16:38:15.834731
1170,74,8888,-4768823,debit,transfer,2025-12-04 16:38:15.834734
1171,38,8888,-3850469,debit,rent,2025-04-22 16:38:15.834737
1172,11,8888,4297794,debt,transfer,2025-03-14 16:38:15.834741
1173,87,72,-644042,credit,rent,2025-10-27 16:38:15.834744
1174,30,8888,4764365,credit,rent,2025-12-04 16:38:15.834747
1175,137,34,-4094631,credit,,2025-08-13 16:38:15.834751
1176,45,93,3888168,credit,transfer,2025-05-05 16:38:15.834754
1177,91,8888,4920893,debit,salary,2025-06-18 16:38:15.834758
1178,114,8888,-2172118,credit,rent,2025-05-12 16:38:15.834761
1179,79,8888,-2477115,debit,,2025-06-21 16:38:15.834765
1180,73,40,3918396,debt,rent,2025-03-08 16:38:15.834768
1181,134,42,4078384,debt,salary,2025-09-20 16:38:15.834771
1182,143,61,1099302,credit,transfer,2025-12-14 16:38:15.834775
1183,66,8888,2438362,debt,,2025-11-20 16:38:15.834778
1184,85,8888,4826792,credit,transfer,2025-03-13 16:38:15.834782
1185,23,91,-1676896,debit,groceries,2025-04-18 16:38:15.834785
1186,61,4,4840178,debt,transfer,2025-04-18 16:38:15.834789
1187,89,8888,-3070193,debit,transfer,2025-08-15 16:38:15.834792
1188,67,8888,1199029,debt,rent,2025-04-19 16:38:15.834796
1189,72,8888,-406863,debit,transfer,2025-06-08 16:38:15.834799
1190,100,99,-3329668,credit,transfer,2025-12-20 16:38:15.834803
1191,39,95,-1130964,credit,rent,2025-11-11 16:38:15.834806
1192,60,8888,3102913,debt,groceries,2025-08-20 16:38:15.834809
1193,148,8888,2412984,debt,transfer,2025-06-20 16:38:15.834813
1194,105,67,969588,debit,salary,2025-02-18 16:38:15.834816
1195,60,8888,587275,debt,groceries,2025-06-23 16:38:15.834819
1196,49,52,2134720,debt,groceries,2025-09-14 16:38:15.834823
1197,120,27,4083127,credit,salary,2025-05-29 16:38:15.834826
1198,12,8888,-796507,credit,salary,2025-11-25 16:38:15.834830
1199,90,8888,2104861,debt,salary,2025-04-29 16:38:15.834833
1200,141,62,4259886,debt,transfer,2025-10-22 16:38:15.834836
1201,130,25,-489752,credit,salary,2025-02-28 16:38:15.834840
1202,133,75,649735,credit,,2025-05-27 16:38:15.834843
1203,39,8888,3923418,credit,transfer,2025-08-10 16:38:15.834847
1204,145,8888,692493,credit,rent,2025-07-02 16:38:15.834850
1205,92,8888,-27737,debit,,2025-11-07 16:38:15.834853
1206,84,89,-2313825,debit,rent,2025-04-07 16:38:15.834857
1207,29,8888,611529,debt,,2025-11-21 16:38:15.834860
1208,85,8888,1539961,debit,rent,2025-05-07 16:38:15.834864
1209,77,38,428493,credit,transfer,2025-04-14 16:38:15.834867
1210,74,69,-2297587,debit,,2025-03-03 16:38:15.834870
1211,94,8888,4902968,credit,salary,2025-06-10 16:38:15.834874
1212,104,8888,-3171285,debit,rent,2025-04-27 16:38:15.834877
1213,137,21,3526664,debit,groceries,2025-08-18 16:38:15.834881
1214,39,8888,-1542114,debit,transfer,2025-11-17 16:38:15.834884
1215,122,8888,-271546,debit,groceries,2025-12-07 16:38:15.834888
1216,130,8888,3553755,debt,rent,2025-11-03 16:38:15.834891
1217,81,73,2351058,credit,rent,2025-05-02 16:38:15.834895
1218,26,21,-4392448,debit,salary,2025-05-02 16:38:15.834898
1219,31,13,4080706,debt,salary,2025-08-01 16:38:15.834902
1220,60,8888,2005761,credit,groceries,2025-03-18 16:38:15.834905
1221,122,85,1462480,debt,,2025-09-16 16:38:15.834909
1222,58,16,3966562,debt,rent,2025-05-23 16:38:15.834912
1223,136,5,4155861,debt,groceries,2025-07-19 16:38:15.834915
1224,86,29,-1634733,debit,salary,2025-11-06 16:38:15.834919
1225,57,8888,3758419,credit,salary,2025-03-22 16:38:15.834923
1226,74,44,3651466,credit,transfer,2025-06-20 16:38:15.834927
1227,133,93,-642901,debit,groceries,2025-03-06 16:38:15.834930
1228,86,8888,3966205,credit,,2025-05-17 16:38:15.834934
1229,104,97,-2390524,credit,groceries,2025-09-18 16:38:15.834937
1230,5,62,1930739,debt,groceries,2025-11-22 16:38:15.834941
1231,86,98,-3319914,debit,,2025-05-02 16:38:15.834945
1232,140,8888,4350496,debit,rent,2025-04-19 16:38:15.834948
1233,45,8888,2296701,debt,transfer,2025-07-08 16:38:15.834951
1234,66,8888,1922477,debt,groceries,2025-02-11 16:38:15.834954
1235,133,8888,4168366,debt,transfer,2025-12-08 16:38:15.834958
1236,6,8888,4048094,debt,groceries,2025-12-18 16:38:15.834962
1237,69,90,1724475,debt,transfer,2025-09-14 16:38:15.834965
1238,121,8888,1780668,debit,transfer,2025-04-16 16:38:15.834968
1239,149,38,-302070,debit,transfer,2025-05-15 16:38:15.834972
1240,149,8888,2101334,debit,transfer,2025-05-20 16:38:15.834975
1241,92,8888,2628164,debit,groceries,2025-08-25 16:38:15.834979
1242,7,8888,3054002,debit,groceries,2025-10-31 16:38:15.834982
1243,75,86,-4292093,debit,groceries,2025-11-22 16:38:15.834985
1244,37,70,4787352,debit,salary,2025-11-20 16:38:15.834989
1245,104,8888,137167,debt,transfer,2025-07-12 16:38:15.834992
1246,116,21,-2305239,debit,,2025-09-01 16:38:15.834996
1247,33,83,-1232317,debit,transfer,2025-04-01 16:38:15.834999
1248,102,8888,-3684515,credit,groceries,2025-08-16 16:38:15.835003
1249,82,8888,-4383322,debit,,2025-02-17 16:38:15.835006
1250,18,29,2720734,debt,salary,2025-09-27 16:38:15.835009
1251,119,8888,3001607,debit,salary,2025-12-17 16:38:15.835013
1252,94,78,2514928,debt,,2025-04-05 16:38:15.835016
1253,82,8888,2711471,debt,salary,2025-08-23 16:38:15.835020
1254,51,8888,-1608792,credit,rent,2025-04-23 16:38:15.835023
1255,82,8888,21247,debt,groceries,2025-04-22 16:38:15.835027
1256,79,31,99398,debt,salary,2025-04-18 16:38:15.835030
1257,8,7,-3108081,debit,groceries,2025-04-07 16:38:15.835034
1258,143,8888,2871150,credit,rent,2025-06-02 16:38:15.835038
1259,35,28,-2193232,credit,,2025-11-20 16:38:15.835041
1260,51,46,-825823,credit,salary,2025-06-23 16:38:15.835045
1261,25,82,58263,credit,rent,2025-02-25 16:38:15.835049
1262,150,8888,-623166,debit,,2025-04-28 16:38:15.835052
1263,27,3,2225115,debit,,2025-03-27 16:38:15.835055
1264,40,8888,-2394184,credit,,2025-03-12 16:38:15.835059
1265,80,8888,-2118523,credit,salary,2025-05-26 16:38:15.835062
1266,16,92,1442562,debt,transfer,2025-10-29 16:38:15.835065
1267,8,59,-4929123,debit,rent,2025-11-25 16:38:15.835069
1268,30,8888,-1619172,credit,groceries,2025-03-24 16:38:15.835073
1269,104,8888,2955658,debt,rent,2025-08-22 16:38:15.835076
1270,50,8888,3328609,debt,groceries,2025-03-21 16:38:15.835079
1271,117,8888,-4038858,debit,groceries,2025-06-11 16:38:15.835083
1272,103,8888,860008,credit,,2025-07-21 16:38:15.835086
1273,132,13,-3656350,credit,,2025-07-07 16:38:15.835090
1274,34,8888,-2668561,credit,transfer,2025-05-11 16:38:15.835093
1275,140,35,771801,credit,salary,2025-04-06 16:38:15.835097
1276,104,8888,2390583,debt,transfer,2025-06-05 16:38:15.835100
